ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
R-HSA-8957275,Post-translational protein phosphorylation,78,0.540988204770564,1.93609717594952,2.01805221908747e-05,0.011659823811661,0.0109874012087825,2213,tags=28%, list=14%, signal=24%,8404/10272/3491/57104/4240/54757/56975/11167/3915/91851/3912/338/4052/8614/4148/7466/5611/1435/1471/7857/6383/3895
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),86,0.527839556692221,1.9172387686086,2.2625790061438e-05,0.011659823811661,0.0109874012087825,2213,tags=28%, list=14%, signal=24%,8404/10272/3491/57104/4240/54757/56975/11167/3915/91851/3912/338/4052/3485/8614/4148/7466/5611/3481/1435/1471/7857/6383/3895
R-HSA-397014,Muscle contraction,134,0.469999110682921,1.83934822867797,1.96360836425598e-05,0.011659823811661,0.0109874012087825,1837,tags=32%, list=11%, signal=29%,783/9424/10699/10580/488/6332/25802/2259/309/59/10060/3752/10627/800/3709/72/7414/1760/7171/3768/1756/302/7169/4637/6323/28996/7094/3672/7168/6263/6717/103910/490/2281/10398/801/301/10174/1674/3708/7170/476/6786
R-HSA-445355,Smooth Muscle Contraction,38,0.65301996556789,2.05939186003856,3.83100019691781e-05,0.0125942150918112,0.011867906098636,1821,tags=55%, list=11%, signal=49%,10580/25802/309/59/10627/800/72/7414/7171/302/7169/4637/7094/3672/7168/103910/10398/801/301/10174/7170
R-HSA-2586552,Signaling by Leptin,11,0.868424697135887,2.00869617538708,4.07316141391047e-05,0.0125942150918112,0.011867906098636,1178,tags=73%, list=7%, signal=67%,8660/3952/3717/3667/6774/6776/5781/6777
R-HSA-9638630,Attachment of bacteria to epithelial cells,22,0.718618557565052,1.98689199277978,0.000187836605095051,0.0414850559252784,0.0390926107445941,608,tags=45%, list=4%, signal=44%,3908/1285/1286/1282/3918/3915/1284/3912/3909/50509
R-HSA-9931953,Biofilm formation,22,0.718618557565052,1.98689199277978,0.000187836605095051,0.0414850559252784,0.0390926107445941,608,tags=45%, list=4%, signal=44%,3908/1285/1286/1282/3918/3915/1284/3912/3909/50509
R-HSA-9006335,Signaling by Erythropoietin,21,0.726171129549013,2.00485079452618,0.000260545799885926,0.0447559785137379,0.042174899069254,2554,tags=57%, list=16%, signal=48%,8660/5295/5293/3717/5336/6776/4067/5290/6777/5291/3265/4893
R-HSA-186763,Downstream signal transduction,26,0.676223723626939,1.97134812310173,0.000251443453654596,0.0447559785137379,0.042174899069254,3835,tags=65%, list=24%, signal=50%,5295/6774/6776/5290/5156/5781/6777/5154/5159/5291/3265/6772/4893/1398/2889/6714/6778
